0, 1.0, 1.0
1, 0.0, 0.5
2, 0.0, 0.3333333333333333
3, 5.0, 1.5
4, 2.0, 1.6
5, 0.0, 1.3333333333333333
6, 0.0, 1.1428571428571428
7, 1.0, 1.125
8, 3.0, 1.3333333333333333
9, 3.0, 1.5
10, 0.0, 1.3636363636363635
11, 1.0, 1.3333333333333333
12, 1.0, 1.3076923076923077
13, 0.0, 1.2142857142857142
14, 0.0, 1.1333333333333333
15, 5.0, 1.375
16, 4.0, 1.5294117647058822
17, 0.0, 1.4444444444444444
18, 0.0, 1.368421052631579
19, 0.0, 1.3
20, 0.0, 1.2380952380952381
21, 1.0, 1.2272727272727273
22, 1.0, 1.2173913043478262
23, 0.0, 1.1666666666666667
24, 1.0, 1.16
25, 0.0, 1.1153846153846154
26, 1.0, 1.1111111111111112
27, 1.0, 1.1071428571428572
28, 0.0, 1.0689655172413792
29, 1.0, 1.0666666666666667
30, 1.0, 1.064516129032258
31, 2.0, 1.09375
32, 0.0, 1.0606060606060606
33, 1.0, 1.0588235294117647
34, 1.0, 1.0571428571428572
35, 0.0, 1.0277777777777777
36, 1.0, 1.027027027027027
37, 3.0, 1.0789473684210527
38, 1.0, 1.0769230769230769
39, 0.0, 1.05
40, 0.0, 1.024390243902439
41, 2.0, 1.0476190476190477
42, 4.0, 1.1162790697674418
43, 0.0, 1.0909090909090908
44, 5.0, 1.1777777777777778
45, 0.0, 1.1521739130434783
46, 1.0, 1.148936170212766
47, 0.0, 1.125
48, 0.0, 1.1020408163265305
49, 0.0, 1.08
50, 9.0, 1.2352941176470589
51, 0.0, 1.2115384615384615
52, 0.0, 1.1886792452830188
53, 2.0, 1.2037037037037037
54, 2.0, 1.2181818181818183
55, 0.0, 1.1964285714285714
56, 1.0, 1.1929824561403508
57, 3.0, 1.2241379310344827
58, 1.0, 1.2203389830508475
59, 0.0, 1.2
60, 0.0, 1.180327868852459
61, 3.0, 1.2096774193548387
62, 0.0, 1.1904761904761905
63, 1.0, 1.1875
64, 0.0, 1.1692307692307693
65, 0.0, 1.1515151515151516
66, 1.0, 1.1492537313432836
67, 3.0, 1.1764705882352942
68, 0.0, 1.1594202898550725
69, 3.0, 1.1857142857142857
70, 0.0, 1.1690140845070423
71, 0.0, 1.1527777777777777
72, 2.0, 1.1643835616438356
73, 0.0, 1.1486486486486487
74, 0.0, 1.1333333333333333
75, 1.0, 1.131578947368421
76, 1.0, 1.12987012987013
77, 2.0, 1.141025641025641
78, 0.0, 1.1265822784810127
79, 3.0, 1.15
80, 0.0, 1.1358024691358024
81, 4.0, 1.170731707317073
82, 1.0, 1.1686746987951808
83, 0.0, 1.1547619047619047
84, 0.0, 1.1411764705882352
85, 8.0, 1.2209302325581395
86, 0.0, 1.206896551724138
87, 2.0, 1.2159090909090908
88, 0.0, 1.202247191011236
89, 5.0, 1.2444444444444445
90, 0.0, 1.2307692307692308
91, 2.0, 1.2391304347826086
92, 2.0, 1.2473118279569892
93, 0.0, 1.2340425531914894
94, 3.0, 1.2526315789473683
95, 3.0, 1.2708333333333333
96, 0.0, 1.2577319587628866
97, 7.0, 1.316326530612245
98, 2.0, 1.3232323232323233
99, 1.0, 1.32
